hgnc_symbol	gene_biotype	ensembl_gene_id	ensembl_gene_id_version
OR2AO1P	unprocessed_pseudogene	ENSG00000240621	ENSG00000240621.1
CTAGE4	protein_coding	ENSG00000225932	ENSG00000225932.3
ARHGEF35	protein_coding	ENSG00000213214	ENSG00000213214.5
OR2A42	protein_coding	ENSG00000212807	ENSG00000212807.3
OR2A20P	transcribed_unprocessed_pseudogene	ENSG00000170356	ENSG00000170356.9
OR2A7	protein_coding	ENSG00000243896	ENSG00000243896.4
CTAGE8	protein_coding	ENSG00000244693	ENSG00000244693.1
ARHGEF35-AS1	lncRNA	ENSG00000244198	ENSG00000244198.7
LYPD8	protein_coding	ENSG00000259823	ENSG00000259823.6
IL16	protein_coding	ENSG00000172349	ENSG00000172349.18
	processed_pseudogene	ENSG00000271558	ENSG00000271558.1
	TEC	ENSG00000279923	ENSG00000279923.1
	lncRNA	ENSG00000227554	ENSG00000227554.1
RNU6-363P	snRNA	ENSG00000199765	ENSG00000199765.1
RAB1AP1	processed_pseudogene	ENSG00000229023	ENSG00000229023.1
GAPDHP29	processed_pseudogene	ENSG00000178596	ENSG00000178596.10
	lncRNA	ENSG00000230686	ENSG00000230686.1
	lncRNA	ENSG00000231858	ENSG00000231858.5
P4HA2	protein_coding	ENSG00000072682	ENSG00000072682.20
	lncRNA	ENSG00000284644	ENSG00000284644.1
STAT4	protein_coding	ENSG00000138378	ENSG00000138378.19
PCNX2	protein_coding	ENSG00000135749	ENSG00000135749.19
	processed_pseudogene	ENSG00000219755	ENSG00000219755.1
ARHGEF34P	unprocessed_pseudogene	ENSG00000204959	ENSG00000204959.4
SLC25A27	protein_coding	ENSG00000153291	ENSG00000153291.16
OR2A9P	transcribed_unprocessed_pseudogene	ENSG00000228960	ENSG00000228960.6
OR2A1-AS1	lncRNA	ENSG00000244479	ENSG00000244479.7
OR2A1	protein_coding	ENSG00000221970	ENSG00000221970.4
	lncRNA	ENSG00000242973	ENSG00000242973.6
ARHGEF5	protein_coding	ENSG00000050327	ENSG00000050327.15
TDRD6	protein_coding	ENSG00000180113	ENSG00000180113.16
ERN2	protein_coding	ENSG00000134398	ENSG00000134398.15
PLA2G7	protein_coding	ENSG00000146070	ENSG00000146070.17
CLRN1	protein_coding	ENSG00000163646	ENSG00000163646.12
	snoRNA	ENSG00000271817	ENSG00000271817.2
PPID	protein_coding	ENSG00000171497	ENSG00000171497.5
RNU6-128P	snRNA	ENSG00000206703	ENSG00000206703.1
CHCHD2P7	processed_pseudogene	ENSG00000249973	ENSG00000249973.2
IBSP	protein_coding	ENSG00000029559	ENSG00000029559.7
ADGRF5	protein_coding	ENSG00000069122	ENSG00000069122.19
	lncRNA	ENSG00000264829	ENSG00000264829.1
	lncRNA	ENSG00000264270	ENSG00000264270.1
ACAD11	protein_coding	ENSG00000240303	ENSG00000240303.8
MEPE	protein_coding	ENSG00000152595	ENSG00000152595.16
	lncRNA	ENSG00000288064	ENSG00000288064.1
RNU6-959P	snRNA	ENSG00000207402	ENSG00000207402.1
ITGB4	protein_coding	ENSG00000132470	ENSG00000132470.14
	TEC	ENSG00000280083	ENSG00000280083.1
HMGB1P27	processed_pseudogene	ENSG00000230611	ENSG00000230611.1
	lncRNA	ENSG00000228509	ENSG00000228509.6
	processed_pseudogene	ENSG00000230979	ENSG00000230979.3
MSH6	protein_coding	ENSG00000116062	ENSG00000116062.17
POU4F3	protein_coding	ENSG00000091010	ENSG00000091010.6
	lncRNA	ENSG00000271724	ENSG00000271724.1
	lncRNA	ENSG00000248842	ENSG00000248842.1
	misc_RNA	ENSG00000277568	ENSG00000277568.1
	lncRNA	ENSG00000250407	ENSG00000250407.1
RNA5SP196	rRNA_pseudogene	ENSG00000280646	ENSG00000280646.2
RN7SL791P	misc_RNA	ENSG00000241291	ENSG00000241291.3
NOBOX	protein_coding	ENSG00000106410	ENSG00000106410.15
DROSHA	protein_coding	ENSG00000113360	ENSG00000113360.17
HSP90AB3P	processed_pseudogene	ENSG00000183199	ENSG00000183199.6
	lncRNA	ENSG00000286618	ENSG00000286618.1
RNU1-36P	snRNA	ENSG00000202000	ENSG00000202000.1
PKD2	protein_coding	ENSG00000118762	ENSG00000118762.8
PRKACB	protein_coding	ENSG00000142875	ENSG00000142875.19
PPIAP83	processed_pseudogene	ENSG00000242978	ENSG00000242978.1
RNU6ATAC40P	snRNA	ENSG00000221507	ENSG00000221507.1
OR2A5	protein_coding	ENSG00000221836	ENSG00000221836.4
OR2A25	protein_coding	ENSG00000221933	ENSG00000221933.3
	lncRNA	ENSG00000261583	ENSG00000261583.1
	TEC	ENSG00000279756	ENSG00000279756.1
CHP2	protein_coding	ENSG00000166869	ENSG00000166869.3
OR2A41P	unprocessed_pseudogene	ENSG00000239967	ENSG00000239967.1
OR2A12	protein_coding	ENSG00000221858	ENSG00000221858.3
OR2A15P	unprocessed_pseudogene	ENSG00000239981	ENSG00000239981.1
OR2A14	protein_coding	ENSG00000221938	ENSG00000221938.5
OR2A13P	unprocessed_pseudogene	ENSG00000273234	ENSG00000273234.1
	lncRNA	ENSG00000287610	ENSG00000287610.1
	lncRNA	ENSG00000216895	ENSG00000216895.9
ADGRF5-AS1	lncRNA	ENSG00000225730	ENSG00000225730.1
PRKCB	protein_coding	ENSG00000166501	ENSG00000166501.14
C2	protein_coding	ENSG00000166278	ENSG00000166278.15
RBM33	protein_coding	ENSG00000184863	ENSG00000184863.11
ABCG2	protein_coding	ENSG00000118777	ENSG00000118777.12
NPHP3-ACAD11	protein_coding	ENSG00000274810	ENSG00000274810.4
RHOG	protein_coding	ENSG00000177105	ENSG00000177105.10
STIM1-AS1	lncRNA	ENSG00000228661	ENSG00000228661.1
	lncRNA	ENSG00000229368	ENSG00000229368.1
MIR4687	miRNA	ENSG00000284525	ENSG00000284525.1
PPIAP40	processed_pseudogene	ENSG00000230593	ENSG00000230593.3
	snoRNA	ENSG00000206976	ENSG00000206976.1
	processed_pseudogene	ENSG00000255232	ENSG00000255232.1
HNRNPA1P76	processed_pseudogene	ENSG00000255141	ENSG00000255141.1
ACKR4	protein_coding	ENSG00000129048	ENSG00000129048.7
	processed_pseudogene	ENSG00000224555	ENSG00000224555.3
RPS29P20	processed_pseudogene	ENSG00000240385	ENSG00000240385.1
RRM1	protein_coding	ENSG00000167325	ENSG00000167325.15
HSPA8P19	processed_pseudogene	ENSG00000251614	ENSG00000251614.1
	misc_RNA	ENSG00000202071	ENSG00000202071.1
	processed_pseudogene	ENSG00000203647	ENSG00000203647.2
SLC25A26	protein_coding	ENSG00000144741	ENSG00000144741.18
PEAK1	protein_coding	ENSG00000173517	ENSG00000173517.11
SHH	protein_coding	ENSG00000164690	ENSG00000164690.8
	misc_RNA	ENSG00000207061	ENSG00000207061.1
	processed_pseudogene	ENSG00000270584	ENSG00000270584.1
	processed_pseudogene	ENSG00000241853	ENSG00000241853.1
RNU6-818P	snRNA	ENSG00000201707	ENSG00000201707.1
LINC01006	lncRNA	ENSG00000182648	ENSG00000182648.13
RNU6ATAC31P	snRNA	ENSG00000221440	ENSG00000221440.1
	processed_pseudogene	ENSG00000251285	ENSG00000251285.2
RNU6-1298P	snRNA	ENSG00000199326	ENSG00000199326.1
MIR4274	miRNA	ENSG00000266690	ENSG00000266690.1
AFAP1-AS1	lncRNA	ENSG00000272620	ENSG00000272620.2
AFAP1	protein_coding	ENSG00000196526	ENSG00000196526.11
	TEC	ENSG00000279276	ENSG00000279276.1
	TEC	ENSG00000279202	ENSG00000279202.1
MIR1273H	miRNA	ENSG00000274466	ENSG00000274466.1
	TEC	ENSG00000279554	ENSG00000279554.1
LINC02194	lncRNA	ENSG00000260264	ENSG00000260264.1
CACNG3	protein_coding	ENSG00000006116	ENSG00000006116.4
FAM214A	protein_coding	ENSG00000047346	ENSG00000047346.13
	snoRNA	ENSG00000201541	ENSG00000201541.1
LINC00244	lncRNA	ENSG00000279418	ENSG00000279418.1
RNU7-24P	snRNA	ENSG00000239081	ENSG00000239081.1
	lncRNA	ENSG00000260072	ENSG00000260072.1
	processed_pseudogene	ENSG00000234450	ENSG00000234450.1
RNF32	protein_coding	ENSG00000105982	ENSG00000105982.17
RBBP6	protein_coding	ENSG00000122257	ENSG00000122257.20
NME2P2	processed_pseudogene	ENSG00000224443	ENSG00000224443.1
	processed_pseudogene	ENSG00000224058	ENSG00000224058.2
	snRNA	ENSG00000283502	ENSG00000283502.1
RPL36AP15	processed_pseudogene	ENSG00000235369	ENSG00000235369.1
RPS27AP7	processed_pseudogene	ENSG00000236549	ENSG00000236549.1
	lncRNA	ENSG00000287164	ENSG00000287164.1
	lncRNA	ENSG00000233230	ENSG00000233230.1
SERBP1P5	processed_pseudogene	ENSG00000249565	ENSG00000249565.2
MICOS10P4	processed_pseudogene	ENSG00000248117	ENSG00000248117.1
PPIAP62	processed_pseudogene	ENSG00000226473	ENSG00000226473.2
ANXA3	protein_coding	ENSG00000138772	ENSG00000138772.13
LINC01820	lncRNA	ENSG00000228100	ENSG00000228100.2
RNU6-787P	snRNA	ENSG00000206759	ENSG00000206759.1
RN7SL482P	misc_RNA	ENSG00000241587	ENSG00000241587.3
LINC01983	lncRNA	ENSG00000223783	ENSG00000223783.1
LINC02583	lncRNA	ENSG00000187600	ENSG00000187600.14
KIF3AP1	processed_pseudogene	ENSG00000235836	ENSG00000235836.1
	lncRNA	ENSG00000284608	ENSG00000284608.1
MIR6829	miRNA	ENSG00000276489	ENSG00000276489.1
	lncRNA	ENSG00000286004	ENSG00000286004.1
TNK2-AS1	lncRNA	ENSG00000224614	ENSG00000224614.2
	lncRNA	ENSG00000253515	ENSG00000253515.2
RN7SL817P	misc_RNA	ENSG00000241791	ENSG00000241791.3
TMEM247	protein_coding	ENSG00000284701	ENSG00000284701.1
	transcribed_unprocessed_pseudogene	ENSG00000260261	ENSG00000260261.2
RNU2-11P	snRNA	ENSG00000239122	ENSG00000239122.1
	processed_pseudogene	ENSG00000231443	ENSG00000231443.2
ATP6V1E2	protein_coding	ENSG00000250565	ENSG00000250565.7
SDHAP1	transcribed_unprocessed_pseudogene	ENSG00000185485	ENSG00000185485.14
RNU6-456P	snRNA	ENSG00000207222	ENSG00000207222.1
LINC01843	lncRNA	ENSG00000251169	ENSG00000251169.2
RHOQ	protein_coding	ENSG00000119729	ENSG00000119729.12
RN7SL541P	misc_RNA	ENSG00000240250	ENSG00000240250.3
	TEC	ENSG00000280420	ENSG00000280420.1
PPP2R2B	protein_coding	ENSG00000156475	ENSG00000156475.19
RRM1-AS1	lncRNA	ENSG00000255276	ENSG00000255276.1
	lncRNA	ENSG00000286168	ENSG00000286168.2
OR55B1P	transcribed_unitary_pseudogene	ENSG00000231548	ENSG00000231548.2
	processed_pseudogene	ENSG00000231464	ENSG00000231464.1
LINC02749	lncRNA	ENSG00000254480	ENSG00000254480.2
TFRC	protein_coding	ENSG00000072274	ENSG00000072274.13
RDXP1	processed_pseudogene	ENSG00000255387	ENSG00000255387.1
STIM1	protein_coding	ENSG00000167323	ENSG00000167323.12
RHOQ-AS1	lncRNA	ENSG00000250116	ENSG00000250116.2
PIGF	protein_coding	ENSG00000151665	ENSG00000151665.13
RNF32-AS1	lncRNA	ENSG00000224903	ENSG00000224903.2
LMBR1	protein_coding	ENSG00000105983	ENSG00000105983.23
CRIPT	protein_coding	ENSG00000119878	ENSG00000119878.6
GOLGA8A	protein_coding	ENSG00000175265	ENSG00000175265.18
	TEC	ENSG00000279254	ENSG00000279254.1
PPFIA1P1	processed_pseudogene	ENSG00000271639	ENSG00000271639.1
UGT1A12P	unprocessed_pseudogene	ENSG00000228949	ENSG00000228949.1
UGT1A11P	unprocessed_pseudogene	ENSG00000227846	ENSG00000227846.1
FRAS1	protein_coding	ENSG00000138759	ENSG00000138759.20
UGT1A10	protein_coding	ENSG00000242515	ENSG00000242515.5
	lncRNA	ENSG00000261392	ENSG00000261392.1
C16orf72	protein_coding	ENSG00000182831	ENSG00000182831.12
	lncRNA	ENSG00000263244	ENSG00000263244.2
	lncRNA	ENSG00000260349	ENSG00000260349.1
RPL21P119	processed_pseudogene	ENSG00000220793	ENSG00000220793.5
CNIH3	protein_coding	ENSG00000143786	ENSG00000143786.8
PMM2	protein_coding	ENSG00000140650	ENSG00000140650.13
TEAD1	protein_coding	ENSG00000187079	ENSG00000187079.20
	processed_pseudogene	ENSG00000228413	ENSG00000228413.1
RNU7-18P	snRNA	ENSG00000252174	ENSG00000252174.1
TMEM40	protein_coding	ENSG00000088726	ENSG00000088726.16
PDIA3P1	transcribed_processed_pseudogene	ENSG00000180867	ENSG00000180867.11
KRT8P48	processed_pseudogene	ENSG00000248568	ENSG00000248568.1
PPP2R2B-IT1	lncRNA	ENSG00000249553	ENSG00000249553.1
UGT1A13P	unprocessed_pseudogene	ENSG00000234143	ENSG00000234143.1
	lncRNA	ENSG00000286468	ENSG00000286468.1
UGT1A9	protein_coding	ENSG00000241119	ENSG00000241119.2
EEF1AKNMT	protein_coding	ENSG00000010165	ENSG00000010165.20
STK32A-AS1	lncRNA	ENSG00000250343	ENSG00000250343.1
	protein_coding	ENSG00000285868	ENSG00000285868.1
FNDC9	protein_coding	ENSG00000172568	ENSG00000172568.5
	lncRNA	ENSG00000251405	ENSG00000251405.3
	lncRNA	ENSG00000248544	ENSG00000248544.2
	processed_pseudogene	ENSG00000253155	ENSG00000253155.1
NIPAL4	protein_coding	ENSG00000172548	ENSG00000172548.15
H3-3B	protein_coding	ENSG00000132475	ENSG00000132475.10
DUOXA1	protein_coding	ENSG00000140254	ENSG00000140254.13
	lncRNA	ENSG00000254688	ENSG00000254688.1
	lncRNA	ENSG00000253519	ENSG00000253519.1
	lncRNA	ENSG00000255067	ENSG00000255067.1
	lncRNA	ENSG00000247372	ENSG00000247372.2
	scaRNA	ENSG00000252329	ENSG00000252329.1
	lncRNA	ENSG00000203258	ENSG00000203258.3
LINC00958	lncRNA	ENSG00000251381	ENSG00000251381.8
UGT1A6	protein_coding	ENSG00000167165	ENSG00000167165.19
HMGCR	protein_coding	ENSG00000113161	ENSG00000113161.17
RNU4-31P	snRNA	ENSG00000206938	ENSG00000206938.1
	lncRNA	ENSG00000230033	ENSG00000230033.1
NOM1	protein_coding	ENSG00000146909	ENSG00000146909.8
RASSF10-DT	lncRNA	ENSG00000254670	ENSG00000254670.1
RASSF10	protein_coding	ENSG00000189431	ENSG00000189431.8
	lncRNA	ENSG00000254495	ENSG00000254495.1
	lncRNA	ENSG00000246889	ENSG00000246889.2
CTTN	protein_coding	ENSG00000085733	ENSG00000085733.16
UBE2V1P13	processed_pseudogene	ENSG00000224584	ENSG00000224584.2
NUDT21	protein_coding	ENSG00000167005	ENSG00000167005.14
MIR4738	miRNA	ENSG00000283853	ENSG00000283853.1
SDCCAG8	protein_coding	ENSG00000054282	ENSG00000054282.16
UNK	protein_coding	ENSG00000132478	ENSG00000132478.10
	protein_coding	ENSG00000244255	ENSG00000244255.5
	lncRNA	ENSG00000249001	ENSG00000249001.5
MNX1	protein_coding	ENSG00000130675	ENSG00000130675.15
DSPP	protein_coding	ENSG00000152591	ENSG00000152591.15
	misc_RNA	ENSG00000200024	ENSG00000200024.1
CYP2U1-AS1	lncRNA	ENSG00000245293	ENSG00000245293.3
RNU6-733P	snRNA	ENSG00000222691	ENSG00000222691.1
CYP2U1	protein_coding	ENSG00000155016	ENSG00000155016.18
MNX1-AS2	lncRNA	ENSG00000235029	ENSG00000235029.1
MNX1-AS1	lncRNA	ENSG00000243479	ENSG00000243479.3
	protein_coding	ENSG00000288725	ENSG00000288725.1
	lncRNA	ENSG00000236102	ENSG00000236102.2
	processed_pseudogene	ENSG00000229365	ENSG00000229365.3
	lncRNA	ENSG00000269446	ENSG00000269446.2
RPS27AP12	processed_pseudogene	ENSG00000225224	ENSG00000225224.1
	processed_pseudogene	ENSG00000236018	ENSG00000236018.2
	lncRNA	ENSG00000266980	ENSG00000266980.1
	lncRNA	ENSG00000204876	ENSG00000204876.5
C2-AS1	lncRNA	ENSG00000281756	ENSG00000281756.1
UNC13D	protein_coding	ENSG00000092929	ENSG00000092929.12
GCK	protein_coding	ENSG00000106633	ENSG00000106633.18
CFB	protein_coding	ENSG00000243649	ENSG00000243649.9
	lncRNA	ENSG00000249604	ENSG00000249604.1
SLC39A8	protein_coding	ENSG00000138821	ENSG00000138821.14
EDEM3	protein_coding	ENSG00000116406	ENSG00000116406.19
	lncRNA	ENSG00000224814	ENSG00000224814.1
BBS2	protein_coding	ENSG00000125124	ENSG00000125124.14
RPL17P11	processed_pseudogene	ENSG00000233445	ENSG00000233445.1
	unprocessed_pseudogene	ENSG00000248114	ENSG00000248114.1
DNAJB3	transcribed_processed_pseudogene	ENSG00000227802	ENSG00000227802.1
UGT1A2P	unprocessed_pseudogene	ENSG00000228445	ENSG00000228445.1
	unprocessed_pseudogene	ENSG00000248705	ENSG00000248705.1
	transcribed_processed_pseudogene	ENSG00000178836	ENSG00000178836.6
UGT1A1	protein_coding	ENSG00000241635	ENSG00000241635.8
KRT18P17	processed_pseudogene	ENSG00000213943	ENSG00000213943.3
MROH2A	protein_coding	ENSG00000185038	ENSG00000185038.14
CAND2	protein_coding	ENSG00000144712	ENSG00000144712.12
	lncRNA	ENSG00000227726	ENSG00000227726.1
	TEC	ENSG00000279459	ENSG00000279459.1
SHANK2-AS1	lncRNA	ENSG00000226627	ENSG00000226627.2
SHANK2-AS2	lncRNA	ENSG00000236262	ENSG00000236262.1
	misc_RNA	ENSG00000207196	ENSG00000207196.1
	TEC	ENSG00000280089	ENSG00000280089.1
SHANK2-AS3	lncRNA	ENSG00000171671	ENSG00000171671.6
MIR3664	miRNA	ENSG00000263744	ENSG00000263744.1
	lncRNA	ENSG00000286708	ENSG00000286708.1
ACTE1P	transcribed_unitary_pseudogene	ENSG00000172900	ENSG00000172900.12
RN7SL728P	misc_RNA	ENSG00000241144	ENSG00000241144.3
	lncRNA	ENSG00000248161	ENSG00000248161.5
HJURP	protein_coding	ENSG00000123485	ENSG00000123485.12
	processed_pseudogene	ENSG00000251572	ENSG00000251572.2
	lncRNA	ENSG00000260651	ENSG00000260651.1
	lncRNA	ENSG00000254682	ENSG00000254682.1
NFKB1	protein_coding	ENSG00000109320	ENSG00000109320.13
SHANK2	protein_coding	ENSG00000162105	ENSG00000162105.20
PPIAL4F	protein_coding	ENSG00000279782	ENSG00000279782.2
CELSR2	protein_coding	ENSG00000143126	ENSG00000143126.8
LYSMD4	protein_coding	ENSG00000183060	ENSG00000183060.16
RPL32P17	processed_pseudogene	ENSG00000213210	ENSG00000213210.4
	lncRNA	ENSG00000287636	ENSG00000287636.1
C7orf33	protein_coding	ENSG00000170279	ENSG00000170279.3
NELFE	protein_coding	ENSG00000204356	ENSG00000204356.14
	processed_pseudogene	ENSG00000213209	ENSG00000213209.2
	lncRNA	ENSG00000272263	ENSG00000272263.1
	processed_pseudogene	ENSG00000270200	ENSG00000270200.1
RPL32	protein_coding	ENSG00000144713	ENSG00000144713.13
	lncRNA	ENSG00000273314	ENSG00000273314.1
CUL1	protein_coding	ENSG00000055130	ENSG00000055130.17
MSL3P1	transcribed_processed_pseudogene	ENSG00000224287	ENSG00000224287.2
WBP2	protein_coding	ENSG00000132471	ENSG00000132471.12
	TEC	ENSG00000279809	ENSG00000279809.1
TRPM8	protein_coding	ENSG00000144481	ENSG00000144481.17
SAXO2	protein_coding	ENSG00000188659	ENSG00000188659.10
SNORA7A	snoRNA	ENSG00000207496	ENSG00000207496.1
	transcribed_unprocessed_pseudogene	ENSG00000250939	ENSG00000250939.2
OR4F4	protein_coding	ENSG00000177693	ENSG00000177693.5
ZSCAN29	protein_coding	ENSG00000140265	ENSG00000140265.13
RAF1	protein_coding	ENSG00000132155	ENSG00000132155.13
	processed_pseudogene	ENSG00000242198	ENSG00000242198.1
COL23A1	protein_coding	ENSG00000050767	ENSG00000050767.18
HNRNPA1P54	processed_pseudogene	ENSG00000236539	ENSG00000236539.3
	lncRNA	ENSG00000261798	ENSG00000261798.1
LYPLAL1-DT	lncRNA	ENSG00000228063	ENSG00000228063.2
SLC35F3	protein_coding	ENSG00000183780	ENSG00000183780.13
IMP3	protein_coding	ENSG00000177971	ENSG00000177971.9
DPY19L4P1	processed_pseudogene	ENSG00000229663	ENSG00000229663.1
	lncRNA	ENSG00000287601	ENSG00000287601.1
LYST-AS1	lncRNA	ENSG00000229463	ENSG00000229463.2
	processed_pseudogene	ENSG00000271681	ENSG00000271681.1
	lncRNA	ENSG00000253698	ENSG00000253698.1
RN7SL646P	misc_RNA	ENSG00000242341	ENSG00000242341.3
	lncRNA	ENSG00000245688	ENSG00000245688.1
CLK4	protein_coding	ENSG00000113240	ENSG00000113240.13
UBR4	protein_coding	ENSG00000127481	ENSG00000127481.15
MEGF11	protein_coding	ENSG00000157890	ENSG00000157890.18
TRIM47	protein_coding	ENSG00000132481	ENSG00000132481.7
	lncRNA	ENSG00000267801	ENSG00000267801.1
	lncRNA	ENSG00000237581	ENSG00000237581.1
TRIM65	protein_coding	ENSG00000141569	ENSG00000141569.12
	lncRNA	ENSG00000286059	ENSG00000286059.1
	lncRNA	ENSG00000233221	ENSG00000233221.7
RPS28P7	processed_pseudogene	ENSG00000227097	ENSG00000227097.5
	scaRNA	ENSG00000281159	ENSG00000281159.1
FAM181B	protein_coding	ENSG00000182103	ENSG00000182103.5
	scaRNA	ENSG00000281516	ENSG00000281516.1
SMIM39	protein_coding	ENSG00000284479	ENSG00000284479.1
LINC02734	lncRNA	ENSG00000255382	ENSG00000255382.2
FAM168B	protein_coding	ENSG00000152102	ENSG00000152102.18
RBMXP3	processed_pseudogene	ENSG00000255063	ENSG00000255063.1
PRCP	protein_coding	ENSG00000137509	ENSG00000137509.12
GSK3B	protein_coding	ENSG00000082701	ENSG00000082701.17
	lncRNA	ENSG00000267342	ENSG00000267342.1
MRPL38	protein_coding	ENSG00000204316	ENSG00000204316.13
CPEB1	protein_coding	ENSG00000214575	ENSG00000214575.10
NEK2P4	processed_pseudogene	ENSG00000230450	ENSG00000230450.1
	processed_pseudogene	ENSG00000225448	ENSG00000225448.1
NF1P8	unprocessed_pseudogene	ENSG00000236956	ENSG00000236956.2
MIR1236	miRNA	ENSG00000284446	ENSG00000284446.1
MANBA	protein_coding	ENSG00000109323	ENSG00000109323.11
SKIV2L	protein_coding	ENSG00000204351	ENSG00000204351.12
	lncRNA	ENSG00000285819	ENSG00000285819.1
MED15P8	unprocessed_pseudogene	ENSG00000248796	ENSG00000248796.1
RNU6-127P	snRNA	ENSG00000212199	ENSG00000212199.1
FAR2P4	transcribed_unprocessed_pseudogene	ENSG00000231431	ENSG00000231431.7
	protein_coding	ENSG00000267426	ENSG00000267426.5
KLF2P4	processed_pseudogene	ENSG00000236516	ENSG00000236516.1
HEATR5B	protein_coding	ENSG00000008869	ENSG00000008869.12
RN7SKP70	misc_RNA	ENSG00000252464	ENSG00000252464.1
RUFY1	protein_coding	ENSG00000176783	ENSG00000176783.15
FBF1	protein_coding	ENSG00000188878	ENSG00000188878.19
	lncRNA	ENSG00000247853	ENSG00000247853.2
SCARNA11	scaRNA	ENSG00000251898	ENSG00000251898.1
YAF2	protein_coding	ENSG00000015153	ENSG00000015153.15
EZH2	protein_coding	ENSG00000106462	ENSG00000106462.12
ARL14EPP1	processed_pseudogene	ENSG00000224891	ENSG00000224891.1
RPL31P16	processed_pseudogene	ENSG00000233159	ENSG00000233159.1
PPHLN1	protein_coding	ENSG00000134283	ENSG00000134283.18
CEBPZOS	protein_coding	ENSG00000218739	ENSG00000218739.10
CEBPZ	protein_coding	ENSG00000115816	ENSG00000115816.15
	processed_pseudogene	ENSG00000244062	ENSG00000244062.1
	lncRNA	ENSG00000285908	ENSG00000285908.1
RAB6B	protein_coding	ENSG00000154917	ENSG00000154917.11
PATL2	protein_coding	ENSG00000229474	ENSG00000229474.8
ACOX1	protein_coding	ENSG00000161533	ENSG00000161533.12
	lncRNA	ENSG00000272054	ENSG00000272054.1
DXO	protein_coding	ENSG00000204348	ENSG00000204348.10
NDUFAF7	protein_coding	ENSG00000003509	ENSG00000003509.16
PRDX2P3	processed_pseudogene	ENSG00000249140	ENSG00000249140.1
RUFY1-AS1	lncRNA	ENSG00000244945	ENSG00000244945.1
ZNF281	protein_coding	ENSG00000162702	ENSG00000162702.8
ANKRD34C	protein_coding	ENSG00000235711	ENSG00000235711.5
HNRNPLP2	unprocessed_pseudogene	ENSG00000259917	ENSG00000259917.1
FSCN1P1	processed_pseudogene	ENSG00000261559	ENSG00000261559.1
DNM1P5	unprocessed_pseudogene	ENSG00000278582	ENSG00000278582.1
GOLGA8B	protein_coding	ENSG00000215252	ENSG00000215252.12
	unprocessed_pseudogene	ENSG00000251508	ENSG00000251508.1
HNRNPH1	protein_coding	ENSG00000169045	ENSG00000169045.17
	lncRNA	ENSG00000238272	ENSG00000238272.1
	processed_pseudogene	ENSG00000241981	ENSG00000241981.2
	processed_pseudogene	ENSG00000228530	ENSG00000228530.1
VDAC1P4	processed_pseudogene	ENSG00000235060	ENSG00000235060.1
LRRC37A15P	processed_pseudogene	ENSG00000230069	ENSG00000230069.3
C3orf36	lncRNA	ENSG00000288547	ENSG00000288547.3
KRT8P46	processed_pseudogene	ENSG00000248971	ENSG00000248971.2
	processed_pseudogene	ENSG00000270538	ENSG00000270538.1
	lncRNA	ENSG00000225399	ENSG00000225399.4
MAEL	protein_coding	ENSG00000143194	ENSG00000143194.13
	processed_pseudogene	ENSG00000224207	ENSG00000224207.3
	processed_pseudogene	ENSG00000251288	ENSG00000251288.2
C3orf62	protein_coding	ENSG00000188315	ENSG00000188315.8
RNU7-20P	snRNA	ENSG00000251712	ENSG00000251712.3
	misc_RNA	ENSG00000275586	ENSG00000275586.1
RN7SL569P	misc_RNA	ENSG00000239468	ENSG00000239468.3
	lncRNA	ENSG00000286180	ENSG00000286180.1
	lncRNA	ENSG00000286171	ENSG00000286171.1
RNY4	misc_RNA	ENSG00000252316	ENSG00000252316.1
RNY3	misc_RNA	ENSG00000202354	ENSG00000202354.1
UBE2D3	protein_coding	ENSG00000109332	ENSG00000109332.20
RNY1	misc_RNA	ENSG00000201098	ENSG00000201098.1
GHET1	lncRNA	ENSG00000281189	ENSG00000281189.1
PDIA4	protein_coding	ENSG00000155660	ENSG00000155660.11
	misc_RNA	ENSG00000199546	ENSG00000199546.1
MIR4271	miRNA	ENSG00000264633	ENSG00000264633.1
USP4	protein_coding	ENSG00000114316	ENSG00000114316.13
	lncRNA	ENSG00000267615	ENSG00000267615.1
EIF2S2P6	processed_pseudogene	ENSG00000254441	ENSG00000254441.1
TEN1-CDK3	protein_coding	ENSG00000261408	ENSG00000261408.7
DDIAS	protein_coding	ENSG00000165490	ENSG00000165490.13
TEN1	protein_coding	ENSG00000257949	ENSG00000257949.7
ATXN1L	protein_coding	ENSG00000224470	ENSG00000224470.9
RNU6-650P	snRNA	ENSG00000202528	ENSG00000202528.1
COX6B1P1	processed_pseudogene	ENSG00000234565	ENSG00000234565.1
KCNH2	protein_coding	ENSG00000055118	ENSG00000055118.17
EVPL	protein_coding	ENSG00000167880	ENSG00000167880.8
IST1	protein_coding	ENSG00000182149	ENSG00000182149.21
C4A	protein_coding	ENSG00000244731	ENSG00000244731.8
PRKD3	protein_coding	ENSG00000115825	ENSG00000115825.11
	processed_pseudogene	ENSG00000242279	ENSG00000242279.1
	lncRNA	ENSG00000254698	ENSG00000254698.1
RAB30	protein_coding	ENSG00000137502	ENSG00000137502.10
MIR1233-2	miRNA	ENSG00000221065	ENSG00000221065.1
	unprocessed_pseudogene	ENSG00000259892	ENSG00000259892.1
	snoRNA	ENSG00000252425	ENSG00000252425.1
LINC02252	lncRNA	ENSG00000261304	ENSG00000261304.2
